1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.125,0.59375,0.25,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.03125,0.25,0.59375,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.125,0,0,0,0,0.59375,0,0,0,0,0.25,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,
0.015625,0.0742188,0.03125,0.00390625,0,0.0742188,0.352539,0.148438,0.0185547,0,0.03125,0.148438,0.0625,0.0078125,0,0.00390625,0.0185547,0.0078125,0.000976562,0,0,0,0,0,0,
0,0.03125,0.0625,0.03125,0,0,0.148438,0.296875,0.148438,0,0,0.0625,0.125,0.0625,0,0,0.0078125,0.015625,0.0078125,0,0,0,0,0,0,
0,0.00390625,0.03125,0.0742188,0.015625,0,0.0185547,0.148438,0.352539,0.0742188,0,0.0078125,0.0625,0.148438,0.03125,0,0.000976562,0.0078125,0.0185547,0.00390625,0,0,0,0,0,
0,0,0,0,0.125,0,0,0,0,0.59375,0,0,0,0,0.25,0,0,0,0,0.03125,0,0,0,0,0,
0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.03125,0.148438,0.0625,0.0078125,0,0.0625,0.296875,0.125,0.015625,0,0.03125,0.148438,0.0625,0.0078125,0,0,0,0,0,0,
0,0,0,0,0,0,0.0625,0.125,0.0625,0,0,0.125,0.25,0.125,0,0,0.0625,0.125,0.0625,0,0,0,0,0,0,
0,0,0,0,0,0,0.0078125,0.0625,0.148438,0.03125,0,0.015625,0.125,0.296875,0.0625,0,0.0078125,0.0625,0.148438,0.03125,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,
0,0,0,0,0,0.03125,0,0,0,0,0.25,0,0,0,0,0.59375,0,0,0,0,0.125,0,0,0,0,
0,0,0,0,0,0.00390625,0.0185547,0.0078125,0.000976562,0,0.03125,0.148438,0.0625,0.0078125,0,0.0742188,0.352539,0.148438,0.0185547,0,0.015625,0.0742188,0.03125,0.00390625,0,
0,0,0,0,0,0,0.0078125,0.015625,0.0078125,0,0,0.0625,0.125,0.0625,0,0,0.148438,0.296875,0.148438,0,0,0.03125,0.0625,0.03125,0,
0,0,0,0,0,0,0.000976562,0.0078125,0.0185547,0.00390625,0,0.0078125,0.0625,0.148438,0.03125,0,0.0185547,0.148438,0.352539,0.0742188,0,0.00390625,0.03125,0.0742188,0.015625,
0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0.25,0,0,0,0,0.59375,0,0,0,0,0.125,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.59375,0.25,0.03125,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0.25,0.59375,0.125,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
